class,cap-shape,cap-surface,cap-color,odor,spore-print-color,population,,,,
edible,convex,fibrous,brown,none,black,scattered,,,,
edible,convex,scaly,brown,none,black,several,,,,
edible,flat,fibrous,gray,none,brown,solitary,,,,
edible,convex,fibrous,white,none,brown,abundant,,,,
edible,convex,scaly,white,almond,black,scattered,,,,
edible,convex,smooth,brown,none,brown,scattered,,,,
edible,flat,smooth,white,none,brown,abundant,,,,
edible,flat,fibrous,brown,none,brown,several,,,,
edible,flat,fibrous,white,none,black,scattered,,,,
edible,convex,fibrous,gray,none,brown,several,,,,
edible,convex,fibrous,brown,none,brown,solitary,,,,
edible,convex,fibrous,white,none,brown,abundant,,,,
edible,convex,smooth,white,almond,black,numerous,,,,
edible,flat,smooth,gray,none,brown,scattered,,,,
poisonous,flat,scaly,brown,pungent,brown,several,,,,
edible,flat,fibrous,gray,none,brown,scattered,,,,
edible,convex,fibrous,brown,none,brown,several,,,,
edible,convex,fibrous,white,none,brown,scattered,,,,
edible,convex,scaly,brown,none,black,several,,,,
edible,convex,scaly,red,none,brown,several,,,,
poisonous,flat,smooth,brown,pungent,black,several,,,,
edible,flat,smooth,gray,none,brown,abundant,,,,
edible,convex,fibrous,gray,none,black,solitary,,,,
edible,flat,fibrous,gray,none,black,solitary,,,,
edible,convex,fibrous,gray,none,black,several,,,,
edible,convex,fibrous,gray,none,brown,solitary,,,,
edible,convex,fibrous,brown,none,black,solitary,,,,
poisonous,convex,smooth,white,pungent,brown,several,,,,
edible,convex,smooth,yellow,anise,black,numerous,,,,
edible,convex,fibrous,brown,none,brown,several,,,,
edible,flat,scaly,brown,none,brown,solitary,,,,
edible,convex,smooth,gray,none,brown,scattered,,,,
edible,convex,scaly,red,none,brown,solitary,,,,
edible,convex,fibrous,gray,none,brown,scattered,,,,
edible,flat,smooth,white,none,brown,scattered,,,,
edible,convex,fibrous,brown,none,brown,several,,,,
edible,flat,fibrous,brown,none,brown,several,,,,
edible,flat,fibrous,gray,none,black,scattered,,,,
edible,flat,fibrous,gray,none,black,scattered,,,,
edible,flat,fibrous,brown,none,brown,scattered,,,,
edible,convex,fibrous,gray,none,black,solitary,,,,
edible,convex,fibrous,red,none,brown,solitary,,,,
poisonous,flat,scaly,brown,pungent,black,scattered,,,,
edible,convex,scaly,gray,none,black,several,,,,
edible,convex,smooth,white,none,brown,abundant,,,,
edible,bell,smooth,white,almond,brown,scattered,,,,
edible,convex,smooth,white,none,brown,scattered,,,,
edible,flat,fibrous,brown,none,black,scattered,,,,
edible,convex,scaly,gray,none,black,solitary,,,,
edible,flat,fibrous,gray,none,brown,several,,,,
edible,convex,fibrous,gray,none,black,scattered,,,,
poisonous,convex,smooth,white,pungent,black,scattered,,,,
edible,convex,smooth,brown,none,brown,abundant,,,,
edible,convex,scaly,gray,none,black,solitary,,,,
edible,flat,fibrous,gray,none,brown,several,,,,
edible,convex,scaly,brown,none,brown,several,,,,
edible,convex,fibrous,red,none,brown,solitary,,,,
edible,flat,fibrous,brown,none,brown,solitary,,,,
edible,convex,fibrous,red,none,black,solitary,,,,
edible,flat,fibrous,brown,none,brown,several,,,,
edible,convex,scaly,red,none,black,solitary,,,,
edible,convex,fibrous,gray,none,black,several,,,,
edible,flat,fibrous,gray,none,black,several,,,,
edible,convex,fibrous,red,none,black,several,,,,
edible,convex,scaly,red,none,brown,several,,,,
poisonous,convex,smooth,white,pungent,brown,several,,,,
edible,convex,fibrous,red,none,brown,several,,,,
edible,convex,scaly,gray,none,black,several,,,,
edible,convex,fibrous,brown,none,brown,solitary,,,,
edible,convex,scaly,red,none,black,solitary,,,,
edible,convex,scaly,gray,none,black,several,,,,
edible,convex,fibrous,gray,none,black,several,,,,
edible,convex,scaly,gray,none,black,several,,,,
edible,convex,fibrous,red,none,brown,solitary,,,,
edible,flat,scaly,red,none,brown,solitary,,,,
edible,flat,fibrous,brown,none,black,several,,,,
edible,convex,fibrous,brown,none,black,several,,,,
edible,flat,scaly,gray,none,black,several,,,,
edible,convex,scaly,red,none,brown,several,,,,
edible,convex,fibrous,gray,none,brown,solitary,,,,
edible,convex,scaly,gray,none,black,several,,,,
poisonous,convex,fibrous,gray,foul,chocolate,solitary,,,,
poisonous,flat,smooth,white,pungent,black,scattered,,,,
edible,convex,fibrous,red,none,black,several,,,,
edible,convex,fibrous,white,none,brown,scattered,,,,
edible,convex,scaly,brown,none,brown,several,,,,
edible,flat,fibrous,brown,none,brown,solitary,,,,
edible,convex,fibrous,brown,none,brown,several,,,,
edible,convex,scaly,gray,none,brown,solitary,,,,
edible,convex,scaly,gray,none,brown,several,,,,
edible,convex,fibrous,red,none,black,several,,,,
edible,convex,scaly,brown,none,brown,solitary,,,,
edible,convex,fibrous,gray,none,black,solitary,,,,
edible,convex,fibrous,red,none,black,several,,,,
edible,convex,scaly,red,none,black,several,,,,
edible,convex,scaly,brown,none,brown,solitary,,,,
edible,convex,scaly,red,none,black,solitary,,,,
edible,flat,scaly,brown,none,brown,several,,,,
edible,flat,scaly,brown,none,black,several,,,,
edible,convex,scaly,brown,none,brown,several,,,,
poisonous,flat,smooth,brown,pungent,brown,several,,,,
edible,flat,fibrous,red,none,brown,solitary,,,,
poisonous,convex,smooth,white,pungent,black,scattered,,,,
edible,convex,fibrous,red,none,black,solitary,,,,
edible,flat,fibrous,brown,none,black,solitary,,,,
edible,convex,scaly,brown,none,brown,several,,,,
edible,flat,fibrous,red,none,brown,several,,,,
edible,convex,fibrous,red,none,brown,solitary,,,,
edible,convex,fibrous,gray,none,brown,several,,,,
edible,convex,scaly,brown,none,brown,solitary,,,,
edible,flat,fibrous,brown,none,brown,several,,,,
edible,flat,fibrous,brown,none,brown,solitary,,,,
edible,convex,fibrous,red,none,black,several,,,,
edible,convex,fibrous,brown,none,black,solitary,,,,
edible,convex,fibrous,red,none,brown,solitary,,,,
edible,flat,fibrous,gray,none,black,several,,,,
edible,convex,scaly,brown,none,black,solitary,,,,
edible,flat,fibrous,brown,none,brown,solitary,,,,
edible,convex,fibrous,red,none,brown,solitary,,,,
edible,convex,scaly,red,none,brown,solitary,,,,
edible,convex,fibrous,gray,none,black,solitary,,,,
edible,convex,scaly,gray,none,black,solitary,,,,
edible,convex,scaly,red,none,brown,several,,,,
edible,convex,scaly,gray,none,black,several,,,,
edible,convex,fibrous,gray,none,brown,several,,,,
edible,flat,fibrous,gray,none,brown,several,,,,
edible,convex,scaly,gray,none,black,several,,,,
edible,convex,scaly,red,none,brown,solitary,,,,
edible,flat,fibrous,brown,none,black,several,,,,
edible,flat,fibrous,brown,none,black,solitary,,,,
edible,convex,scaly,red,none,brown,several,,,,
poisonous,convex,fibrous,gray,foul,chocolate,solitary,,,,
edible,convex,scaly,gray,none,black,solitary,,,,
edible,convex,fibrous,red,none,brown,solitary,,,,
edible,convex,scaly,brown,none,brown,several,,,,
edible,flat,fibrous,brown,none,brown,solitary,,,,
edible,convex,scaly,red,none,black,several,,,,
edible,flat,fibrous,brown,none,black,several,,,,
edible,flat,scaly,brown,none,black,solitary,,,,
edible,flat,fibrous,gray,none,black,solitary,,,,
edible,convex,fibrous,red,none,black,solitary,,,,
edible,convex,fibrous,gray,none,black,several,,,,
edible,convex,fibrous,gray,none,brown,several,,,,
edible,convex,fibrous,brown,none,black,several,,,,
edible,convex,fibrous,gray,none,black,solitary,,,,
edible,convex,smooth,gray,none,brown,scattered,,,,
edible,convex,scaly,red,none,black,solitary,,,,
edible,flat,fibrous,gray,none,black,solitary,,,,
edible,convex,scaly,red,none,brown,several,,,,
edible,flat,fibrous,gray,none,black,several,,,,
edible,convex,fibrous,gray,none,black,solitary,,,,
edible,convex,fibrous,gray,none,brown,several,,,,
edible,flat,fibrous,gray,none,brown,solitary,,,,
edible,convex,smooth,white,none,brown,abundant,,,,
edible,convex,fibrous,brown,none,brown,solitary,,,,
edible,flat,fibrous,brown,none,black,several,,,,
edible,flat,fibrous,gray,none,black,solitary,,,,
edible,convex,scaly,gray,none,black,solitary,,,,
edible,convex,fibrous,red,none,brown,several,,,,
edible,convex,scaly,red,none,black,several,,,,
edible,convex,fibrous,brown,none,black,solitary,,,,
edible,flat,scaly,gray,none,black,solitary,,,,
edible,convex,scaly,gray,none,brown,several,,,,
poisonous,convex,smooth,pink,creosote,brown,scattered,,,,
edible,convex,scaly,brown,none,brown,solitary,,,,
edible,flat,fibrous,gray,none,black,several,,,,
edible,convex,scaly,red,none,black,solitary,,,,
edible,flat,fibrous,brown,none,brown,several,,,,
edible,convex,scaly,brown,none,brown,several,,,,
edible,convex,fibrous,gray,none,brown,solitary,,,,
edible,flat,fibrous,brown,none,brown,several,,,,
edible,convex,scaly,brown,none,black,several,,,,
edible,convex,scaly,brown,none,black,several,,,,
edible,convex,fibrous,red,none,brown,several,,,,
edible,flat,fibrous,gray,none,black,several,,,,
edible,convex,scaly,red,none,brown,several,,,,
edible,convex,scaly,red,none,brown,several,,,,
edible,flat,fibrous,brown,none,brown,solitary,,,,
edible,convex,fibrous,red,none,black,several,,,,
edible,convex,fibrous,red,none,brown,solitary,,,,
edible,convex,fibrous,white,none,brown,scattered,,,,
edible,convex,scaly,gray,none,black,solitary,,,,
edible,convex,fibrous,red,none,black,several,,,,
edible,convex,scaly,gray,none,brown,several,,,,
edible,convex,fibrous,red,none,black,several,,,,
edible,convex,fibrous,gray,none,brown,solitary,,,,
edible,flat,scaly,red,none,brown,several,,,,
edible,flat,scaly,gray,none,black,several,,,,
edible,convex,scaly,red,none,black,solitary,,,,
edible,convex,scaly,gray,none,brown,solitary,,,,
edible,flat,fibrous,gray,none,black,scattered,,,,
poisonous,convex,fibrous,gray,foul,chocolate,solitary,,,,
edible,convex,fibrous,red,none,black,solitary,,,,
edible,convex,scaly,red,none,brown,solitary,,,,
poisonous,flat,smooth,white,pungent,black,several,,,,
edible,flat,scaly,brown,none,black,solitary,,,,
edible,convex,fibrous,red,none,brown,solitary,,,,
edible,convex,scaly,red,none,black,several,,,,
edible,convex,fibrous,gray,none,black,several,,,,
edible,convex,scaly,gray,none,brown,several,,,,
edible,convex,fibrous,gray,none,brown,abundant,,,,
edible,convex,fibrous,brown,none,brown,solitary,,,,
edible,flat,fibrous,red,none,black,solitary,,,,
edible,convex,scaly,gray,none,brown,solitary,,,,
edible,flat,fibrous,brown,none,black,solitary,,,,
edible,flat,fibrous,gray,none,brown,scattered,,,,
edible,flat,fibrous,gray,none,brown,several,,,,
edible,convex,scaly,brown,none,black,several,,,,
edible,flat,fibrous,gray,none,black,solitary,,,,
edible,flat,scaly,brown,none,brown,solitary,,,,
edible,convex,fibrous,gray,none,brown,several,,,,
edible,convex,scaly,red,none,brown,several,,,,
edible,convex,scaly,brown,none,brown,several,,,,
edible,flat,smooth,gray,none,brown,abundant,,,,
edible,convex,fibrous,brown,none,black,solitary,,,,
edible,flat,fibrous,brown,none,black,solitary,,,,
edible,convex,scaly,red,none,brown,solitary,,,,
edible,convex,scaly,red,none,black,solitary,,,,
edible,convex,scaly,brown,none,black,solitary,,,,
edible,flat,smooth,white,none,black,abundant,,,,
edible,convex,scaly,brown,none,brown,several,,,,
edible,convex,scaly,red,none,black,solitary,,,,
edible,convex,fibrous,gray,none,brown,several,,,,
edible,flat,fibrous,gray,none,brown,several,,,,
edible,flat,fibrous,brown,none,black,scattered,,,,
edible,flat,fibrous,gray,none,black,several,,,,
edible,convex,scaly,red,none,black,solitary,,,,
edible,flat,fibrous,gray,none,black,several,,,,
edible,convex,scaly,brown,none,brown,solitary,,,,
edible,convex,fibrous,red,none,black,solitary,,,,
edible,convex,fibrous,brown,none,brown,solitary,,,,
edible,convex,fibrous,gray,none,brown,several,,,,
edible,flat,fibrous,gray,none,brown,several,,,,
edible,convex,fibrous,brown,none,black,solitary,,,,
edible,convex,scaly,brown,none,brown,solitary,,,,
edible,convex,fibrous,red,none,brown,several,,,,
edible,flat,fibrous,gray,none,black,solitary,,,,
edible,convex,scaly,brown,none,black,solitary,,,,
poisonous,convex,smooth,pink,creosote,black,several,,,,
edible,flat,scaly,gray,none,black,solitary,,,,
edible,flat,fibrous,brown,none,brown,solitary,,,,
poisonous,flat,smooth,brown,pungent,black,scattered,,,,
edible,convex,scaly,brown,none,black,solitary,,,,
edible,convex,scaly,gray,none,black,solitary,,,,
edible,convex,scaly,red,none,black,several,,,,
edible,convex,scaly,red,none,brown,several,,,,
edible,convex,scaly,red,none,black,several,,,,
edible,convex,fibrous,gray,none,brown,solitary,,,,
edible,flat,smooth,white,none,black,scattered,,,,
edible,convex,scaly,gray,none,brown,several,,,,
edible,convex,fibrous,brown,none,brown,scattered,,,,
edible,convex,fibrous,brown,none,brown,solitary,,,,
edible,convex,scaly,gray,none,black,several,,,,
edible,convex,scaly,red,none,brown,several,,,,
edible,convex,scaly,brown,none,black,several,,,,
edible,convex,fibrous,gray,none,brown,several,,,,
edible,convex,fibrous,gray,none,black,solitary,,,,
edible,convex,scaly,gray,none,black,several,,,,
edible,convex,scaly,gray,none,brown,solitary,,,,
edible,flat,scaly,gray,none,brown,several,,,,
edible,convex,fibrous,red,none,black,several,,,,
edible,convex,scaly,red,none,black,solitary,,,,
edible,convex,fibrous,brown,none,brown,several,,,,
edible,convex,fibrous,brown,none,brown,solitary,,,,
edible,flat,fibrous,brown,none,black,several,,,,
edible,flat,fibrous,brown,none,brown,solitary,,,,
edible,convex,scaly,gray,none,brown,several,,,,
edible,convex,fibrous,red,none,black,solitary,,,,
edible,flat,scaly,brown,none,black,several,,,,
edible,convex,scaly,red,none,black,several,,,,
edible,flat,scaly,brown,none,black,solitary,,,,
edible,convex,scaly,gray,none,black,solitary,,,,
edible,flat,fibrous,brown,none,brown,several,,,,
edible,convex,scaly,gray,none,black,solitary,,,,
edible,convex,scaly,red,none,black,several,,,,
edible,convex,scaly,brown,none,black,solitary,,,,
edible,convex,fibrous,gray,none,black,solitary,,,,
edible,convex,fibrous,red,none,brown,solitary,,,,
edible,convex,fibrous,brown,none,black,several,,,,
edible,flat,fibrous,brown,none,brown,solitary,,,,
edible,flat,scaly,gray,none,brown,several,,,,
edible,convex,fibrous,brown,none,black,several,,,,
edible,convex,scaly,red,none,black,solitary,,,,
edible,flat,fibrous,brown,none,black,several,,,,
edible,convex,scaly,brown,none,black,several,,,,
edible,flat,fibrous,brown,none,black,solitary,,,,
edible,convex,scaly,red,none,brown,solitary,,,,
edible,convex,scaly,red,none,brown,solitary,,,,
edible,convex,fibrous,gray,none,brown,several,,,,
edible,convex,fibrous,gray,none,brown,several,,,,
edible,flat,fibrous,red,none,brown,several,,,,
edible,convex,fibrous,brown,none,brown,solitary,,,,
edible,convex,scaly,red,none,brown,solitary,,,,
edible,convex,scaly,gray,none,brown,several,,,,
edible,convex,scaly,gray,none,black,solitary,,,,
edible,convex,fibrous,red,none,brown,several,,,,
edible,flat,fibrous,brown,none,brown,several,,,,
edible,convex,scaly,brown,none,brown,solitary,,,,
edible,convex,scaly,gray,none,black,several,,,,
edible,convex,fibrous,white,none,brown,scattered,,,,
edible,flat,scaly,gray,none,brown,solitary,,,,
edible,flat,smooth,gray,none,brown,scattered,,,,
edible,flat,fibrous,brown,none,brown,solitary,,,,
edible,convex,scaly,red,none,black,solitary,,,,
poisonous,flat,scaly,white,pungent,brown,scattered,,,,
edible,convex,scaly,gray,none,black,several,,,,
edible,flat,fibrous,brown,none,black,solitary,,,,
edible,convex,fibrous,gray,none,brown,solitary,,,,
edible,convex,fibrous,red,none,black,several,,,,
edible,flat,fibrous,gray,none,black,several,,,,
edible,convex,scaly,brown,none,brown,solitary,,,,
edible,convex,scaly,red,none,black,solitary,,,,
edible,convex,scaly,brown,none,brown,several,,,,
edible,convex,scaly,brown,none,brown,solitary,,,,
edible,flat,fibrous,brown,none,black,solitary,,,,
edible,convex,scaly,gray,none,black,solitary,,,,
edible,convex,scaly,brown,none,black,solitary,,,,
edible,convex,fibrous,red,none,black,several,,,,
edible,flat,fibrous,brown,none,black,solitary,,,,
edible,convex,fibrous,red,none,black,several,,,,
edible,flat,smooth,white,none,brown,abundant,,,,
edible,convex,scaly,brown,none,black,several,,,,
edible,convex,fibrous,gray,none,black,solitary,,,,
edible,convex,fibrous,brown,none,black,solitary,,,,
edible,convex,fibrous,red,none,brown,solitary,,,,
edible,flat,fibrous,brown,none,black,solitary,,,,
edible,convex,fibrous,brown,none,brown,several,,,,
edible,convex,scaly,brown,none,brown,solitary,,,,
poisonous,flat,smooth,white,pungent,brown,several,,,,
edible,convex,fibrous,gray,none,black,several,,,,
edible,flat,smooth,white,none,black,scattered,,,,
edible,convex,smooth,gray,none,brown,scattered,,,,
